borrower_id,age,monthly_income,loan_amount,interest_rate_annual,term_months,employment_length_years,employment_status,credit_score,dti_percent,num_late_payments,days_past_due,app_logins_30d,sms_open_rate,email_open_rate,whatsapp_opt_in,previous_restructuring,macro_unemployment,macro_inflation,region,last_contact_channel,last_contact_response,has_collateral,action_taken,default_60d,time_to_default_days,paid_within_30d
726,24,15104.01,55724.25,19.51,46,20,Informal,743,33.44,2,24,9,0.225,0.439,1,1,4.1,5.12,Sur,Llamada,Contactado_Sin_Compromiso,1,Llamada_Agente,0,120.0,0
727,55,14269.17,65412.69,40.31,22,21,Informal,681,53.6,1,16,9,0.785,0.427,0,1,3.81,3.64,Sur,WhatsApp,Reestructuracion,1,WA_Recordatorio,0,120.0,0
728,22,12189.45,49960.7,20.51,10,27,Desempleado,720,28.88,5,12,16,0.111,0.193,1,0,3.17,3.25,Norte,SMS,Contactado_Sin_Compromiso,1,SMS_Recordatorio,0,120.0,1
729,43,27065.56,52754.51,32.63,11,28,Independiente,599,31.17,1,16,7,0.0,0.245,1,0,3.86,3.73,Sur,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,1
730,52,18293.9,23879.78,29.4,42,18,Formal,644,32.23,4,3,7,0.72,0.0,1,0,3.68,4.87,Sur,App,Contactado_Sin_Compromiso,1,Push_App,0,120.0,1
731,55,19356.59,52662.15,32.21,23,3,Formal,668,19.2,1,16,12,0.47,0.198,0,1,2.96,4.21,Oriente,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
732,39,9413.56,62784.97,39.95,19,7,Desempleado,601,38.79,1,1,11,0.0,0.504,0,0,4.08,4.8,Sur,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
733,65,9005.13,58190.01,31.93,32,21,Independiente,633,25.85,1,0,2,0.079,0.188,1,1,5.81,3.27,Occidente,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
734,58,15220.83,64255.02,24.09,46,18,Independiente,599,28.15,0,34,7,0.46,0.083,0,1,3.85,4.49,Sur,App,Promesa_de_Pago,0,Push_App,0,120.0,1
735,28,16038.04,85315.2,35.74,23,13,Informal,668,26.55,0,0,10,0.176,0.528,1,1,2.54,6.17,Sur,SMS,Contactado_Sin_Compromiso,1,SMS_Recordatorio,0,120.0,1
736,52,3862.13,73424.16,23.58,19,12,Informal,548,27.96,1,14,4,0.205,0.079,0,0,5.47,4.9,Norte,App,Promesa_de_Pago,1,Push_App,0,120.0,0
737,55,13918.16,51782.37,29.14,42,21,Independiente,680,24.93,0,0,4,0.743,0.558,1,0,5.26,4.97,Sur,Llamada,Promesa_de_Pago,1,Llamada_Agente,0,120.0,1
738,35,15084.43,20706.04,18.95,9,12,Formal,662,37.97,0,0,0,0.78,0.8,0,1,5.43,4.98,Centro,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
739,56,13709.11,34999.87,20.77,41,4,Informal,626,33.13,0,0,0,0.379,0.26,1,0,3.96,3.89,Centro,App,Promesa_de_Pago,1,Push_App,0,120.0,1
740,64,10119.66,44509.22,28.36,27,29,Informal,671,35.58,0,30,5,0.32,0.504,1,1,3.22,6.46,Oriente,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,0
741,60,11762.79,56308.65,30.58,6,10,Informal,614,63.25,2,35,8,0.53,0.0,1,0,3.11,4.93,Occidente,App,No_Contactado,1,Push_App,0,120.0,1
742,57,13938.84,38041.68,16.08,15,8,Informal,593,33.13,1,12,1,0.238,0.0,1,0,5.14,4.71,Norte,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,1
743,50,15544.8,26606.67,31.48,34,2,Independiente,678,42.26,2,1,16,0.0,0.137,1,0,5.61,5.32,Sur,App,Contactado_Sin_Compromiso,1,Push_App,0,120.0,1
744,32,18628.75,20295.03,22.26,37,14,Independiente,681,43.62,0,0,1,0.0,0.428,1,0,3.08,5.63,Sur,WhatsApp,Reestructuracion,1,WA_Recordatorio,0,120.0,1
745,59,21485.14,8720.56,36.96,14,29,Informal,604,34.25,1,27,13,0.335,0.28,1,0,2.5,3.01,Occidente,App,Promesa_de_Pago,0,Push_App,0,120.0,1
746,36,13233.91,44126.23,25.54,33,4,Informal,598,38.29,0,0,10,0.526,0.246,0,0,3.98,4.57,Centro,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,1
747,45,12263.06,13258.36,20.13,47,7,Independiente,627,35.25,2,0,21,0.353,0.048,1,0,3.1,7.18,Occidente,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,0
748,34,17625.93,24986.86,28.53,34,5,Formal,601,37.43,1,12,11,0.512,0.257,1,0,3.29,6.49,Occidente,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,0
749,34,18665.07,40152.45,21.59,35,2,Desempleado,747,27.96,1,5,0,0.532,0.164,1,0,3.76,4.37,Occidente,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
750,26,12394.8,16602.07,36.88,14,18,Formal,662,29.07,2,0,14,0.627,0.114,0,0,4.41,5.37,Sur,App,Reestructuracion,1,Push_App,0,120.0,1
751,67,19742.36,59493.8,28.0,32,8,Desempleado,641,35.2,3,0,18,0.387,0.099,0,1,3.22,4.11,Norte,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
752,25,20877.51,68505.58,26.94,35,22,Formal,575,11.34,1,18,0,0.405,0.315,0,1,4.14,4.92,Occidente,WhatsApp,Promesa_de_Pago,0,WA_Recordatorio,0,120.0,1
753,22,22750.12,36264.32,32.14,10,12,Formal,692,52.95,1,0,11,0.343,0.15,0,1,3.87,3.95,Oriente,App,Promesa_de_Pago,1,Push_App,0,120.0,1
754,66,25669.93,39074.32,20.97,19,19,Desempleado,597,60.93,2,22,13,0.298,0.279,1,1,2.5,3.93,Occidente,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
755,46,9801.5,63435.74,18.98,43,2,Desempleado,594,37.04,0,14,6,0.036,0.0,1,1,4.54,3.79,Sur,App,No_Contactado,0,Push_App,0,120.0,1
756,40,15083.39,32150.12,30.86,47,9,Informal,694,42.99,3,32,0,0.584,0.371,1,0,3.55,6.52,Sur,App,No_Contactado,0,Push_App,0,120.0,1
757,56,15067.67,30431.65,20.3,13,12,Formal,667,47.97,0,0,6,0.273,0.323,0,1,2.74,3.92,Norte,Llamada,Reestructuracion,0,Llamada_Agente,0,120.0,1
758,37,14411.56,79912.46,20.3,36,1,Independiente,465,19.1,1,16,4,0.262,0.238,0,0,3.27,5.87,Oriente,Email,Contactado_Sin_Compromiso,1,Email_Recordatorio,0,120.0,1
759,24,11104.42,72104.69,33.86,27,12,Independiente,629,46.14,0,24,17,0.242,0.309,1,1,4.2,3.98,Centro,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,1
760,55,6086.63,65038.75,31.68,30,14,Desempleado,649,29.88,2,0,7,0.082,0.448,0,1,4.05,3.84,Occidente,Email,Promesa_de_Pago,0,Email_Recordatorio,0,120.0,1
761,27,15556.08,73141.12,19.22,27,12,Desempleado,616,62.49,1,34,5,0.333,0.019,0,1,4.64,4.97,Sur,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
762,46,10389.87,5000.0,23.67,42,15,Desempleado,651,32.74,1,0,4,0.453,0.292,0,1,4.44,2.94,Occidente,App,Reestructuracion,1,Push_App,0,120.0,1
763,67,15515.96,83845.89,21.67,24,23,Independiente,513,45.9,1,0,9,0.209,0.045,1,1,2.83,5.3,Norte,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,1
764,66,10235.74,59801.55,40.43,30,23,Formal,442,32.86,1,0,8,0.558,0.296,1,1,2.5,4.34,Occidente,App,No_Contactado,1,Push_App,0,120.0,1
765,36,8402.05,75269.53,34.34,34,0,Desempleado,572,61.36,2,0,3,0.276,0.233,0,1,4.12,3.84,Sur,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
766,58,16405.79,59679.04,25.05,29,19,Formal,660,28.85,2,8,9,0.043,0.276,0,1,4.63,3.58,Sur,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,1
767,49,15905.53,51223.12,32.03,42,27,Informal,414,48.98,3,28,4,0.625,0.433,1,0,3.8,6.87,Occidente,App,No_Contactado,1,Push_App,0,120.0,1
768,42,18475.69,43117.27,18.51,15,26,Informal,581,42.52,1,8,0,0.39,0.427,1,0,4.66,4.46,Occidente,App,Contactado_Sin_Compromiso,1,Push_App,0,120.0,1
769,25,28115.18,59178.61,23.29,45,9,Independiente,505,39.85,0,0,12,0.523,0.476,1,1,3.0,4.41,Occidente,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,1
770,37,16663.74,42206.3,28.73,34,23,Informal,623,37.75,1,0,11,0.527,0.209,0,1,3.65,5.55,Occidente,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
771,51,17910.49,71696.9,31.17,46,24,Formal,777,27.0,1,0,9,0.161,0.407,1,1,3.08,3.49,Occidente,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
772,69,8534.63,10338.58,27.32,21,10,Desempleado,625,5.0,0,18,5,0.246,0.371,1,0,4.7,5.86,Oriente,App,Reestructuracion,0,Push_App,0,120.0,1
773,18,7278.56,36460.6,29.74,26,26,Informal,632,47.89,2,29,7,0.557,0.213,0,1,3.09,4.46,Oriente,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,0
774,55,24496.98,101120.58,28.55,7,18,Desempleado,699,29.13,1,3,12,0.717,0.301,1,0,6.06,2.84,Oriente,App,No_Contactado,1,Push_App,0,120.0,1
775,62,9459.12,34347.99,26.85,44,22,Formal,641,49.04,0,36,4,0.363,0.256,0,0,3.5,3.86,Sur,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,1
776,67,8736.34,44032.91,25.93,40,22,Independiente,625,39.22,3,0,13,0.225,0.531,1,1,4.8,3.19,Sur,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
777,40,14765.41,27935.48,25.02,18,23,Desempleado,705,49.4,2,4,0,0.686,0.426,1,0,3.51,4.6,Norte,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
778,24,14458.85,58396.14,29.62,8,28,Desempleado,673,44.62,0,5,9,0.225,0.22,0,1,5.34,3.55,Occidente,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,0
779,32,9584.96,31593.38,30.88,35,25,Independiente,660,5.42,0,42,8,0.416,0.207,0,0,5.3,3.42,Occidente,App,No_Contactado,0,Push_App,0,120.0,0
780,62,13170.16,45359.73,29.39,34,12,Formal,630,42.38,2,14,14,0.264,0.452,0,1,3.68,4.85,Centro,Email,Reestructuracion,0,Email_Recordatorio,0,120.0,0
781,63,22376.25,71221.66,19.75,28,16,Informal,616,30.88,0,0,2,0.404,0.521,0,0,4.27,4.55,Norte,App,Promesa_de_Pago,1,Push_App,0,120.0,0
782,51,10164.04,32530.91,21.01,12,19,Informal,704,48.98,0,31,3,0.161,0.337,0,1,5.27,5.95,Oriente,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
783,24,6637.97,69715.28,30.79,44,25,Informal,616,42.09,3,48,0,0.275,0.399,1,1,4.3,5.9,Norte,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
784,24,20655.56,70555.73,38.3,24,11,Independiente,726,42.24,0,7,4,0.225,0.515,0,1,3.08,4.57,Occidente,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,0
785,42,17953.78,76373.9,29.07,36,9,Independiente,567,31.73,1,0,9,0.482,0.249,0,0,4.07,5.1,Oriente,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,1
786,48,11276.89,53513.52,25.12,42,22,Formal,740,24.05,0,29,0,0.383,0.295,0,0,3.25,2.81,Oriente,Email,Reestructuracion,0,Email_Recordatorio,0,120.0,1
787,19,5507.0,131031.48,29.57,29,28,Formal,673,29.81,2,51,5,0.526,0.368,1,1,4.15,5.34,Centro,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,1
788,53,10532.26,76363.34,20.04,9,27,Formal,572,13.4,3,28,11,0.185,0.203,0,0,3.21,4.99,Occidente,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,1
789,46,14671.77,58121.94,37.16,43,4,Formal,676,27.92,0,0,7,0.308,0.586,0,1,4.37,5.64,Oriente,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,0
790,18,21994.03,28101.89,29.31,34,27,Independiente,594,17.43,1,27,8,0.475,0.201,1,1,2.5,4.13,Occidente,WhatsApp,Reestructuracion,1,WA_Recordatorio,0,120.0,1
791,22,8780.51,47573.52,23.31,43,23,Formal,642,17.75,0,20,0,0.522,0.291,0,1,2.88,4.14,Centro,App,No_Contactado,0,Push_App,0,120.0,1
792,41,14492.88,85658.17,26.83,31,4,Formal,606,36.4,0,0,7,0.061,0.625,1,0,3.21,4.15,Norte,App,Promesa_de_Pago,0,Push_App,0,120.0,1
793,55,19050.87,92738.37,24.31,44,0,Independiente,631,41.41,1,37,8,0.414,0.0,0,1,3.84,6.22,Sur,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,1
794,60,3000.0,86958.23,37.18,42,6,Desempleado,706,34.62,3,20,7,0.187,0.319,1,0,2.5,4.84,Occidente,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,1
795,40,21202.72,69629.81,26.58,15,27,Desempleado,676,29.01,1,38,8,0.532,0.161,0,0,3.12,2.7,Norte,App,Reestructuracion,0,Push_App,0,120.0,1
796,33,7905.3,18608.49,29.09,13,22,Formal,561,23.63,0,0,6,0.722,0.28,0,0,4.78,5.27,Centro,App,No_Contactado,1,Push_App,0,120.0,1
797,68,16991.97,62179.05,32.02,12,17,Formal,565,31.19,2,19,5,0.0,0.063,1,0,4.9,3.94,Sur,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
798,41,16480.1,18964.94,22.81,39,18,Desempleado,659,25.13,1,0,1,0.219,0.213,1,1,2.5,5.8,Sur,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,0
799,34,21507.52,12813.22,29.36,16,12,Desempleado,664,34.25,1,16,13,0.403,0.284,1,0,3.41,5.15,Norte,Email,No_Contactado,1,Email_Recordatorio,0,120.0,1
800,41,18305.55,55978.97,29.92,24,27,Formal,593,16.74,0,41,0,0.349,0.323,1,1,5.27,5.99,Centro,App,Reestructuracion,0,Push_App,0,120.0,1
801,18,3000.0,63079.99,17.12,39,4,Informal,751,43.42,1,0,8,0.538,0.441,0,0,4.39,5.75,Oriente,Llamada,Reestructuracion,0,Llamada_Agente,0,120.0,0
802,33,10291.32,72584.43,29.77,24,9,Independiente,697,28.2,1,0,18,0.366,0.0,1,1,4.41,5.62,Centro,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,1
803,44,15829.23,62428.41,27.68,8,6,Independiente,596,39.52,0,31,14,0.244,0.257,0,0,4.56,5.86,Oriente,App,Reestructuracion,1,Push_App,0,120.0,0
804,65,13830.12,63289.65,28.91,21,25,Formal,589,45.65,1,11,11,0.146,0.249,0,1,3.04,5.48,Oriente,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,1
805,56,17865.66,25383.69,28.25,9,16,Formal,624,38.93,3,35,9,0.112,0.268,0,0,4.21,3.67,Oriente,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
806,58,19736.2,47375.58,29.81,22,20,Informal,617,44.59,4,0,7,0.201,0.286,1,1,4.47,3.13,Sur,Email,Reestructuracion,1,Email_Recordatorio,0,120.0,0
807,46,18650.71,12322.08,37.36,36,27,Desempleado,728,10.2,0,13,2,0.237,0.131,1,0,4.11,3.5,Centro,Llamada,Contactado_Sin_Compromiso,0,Llamada_Agente,0,120.0,1
808,23,13714.35,5000.0,19.74,27,5,Independiente,709,29.09,3,25,6,0.427,0.002,0,0,3.61,5.38,Centro,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,0
809,38,3921.98,68516.07,25.6,34,28,Desempleado,642,48.24,1,16,11,0.319,0.319,1,1,3.95,2.0,Sur,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
810,69,12267.11,31171.89,32.67,10,3,Desempleado,687,41.11,0,0,10,0.22,0.101,0,1,2.86,4.48,Occidente,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,1
811,20,17498.21,71812.46,31.37,37,22,Informal,698,57.18,1,68,12,0.148,0.352,1,1,4.61,4.18,Oriente,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
812,63,8457.32,77708.69,31.22,23,21,Informal,644,55.45,0,16,15,0.209,0.111,0,1,2.56,5.97,Norte,Email,Reestructuracion,0,Email_Recordatorio,0,120.0,1
813,53,18787.65,34517.07,47.28,18,24,Formal,668,38.6,2,0,7,0.237,0.405,1,0,3.18,4.36,Oriente,Email,Reestructuracion,1,Email_Recordatorio,0,120.0,1
814,32,20450.36,64757.78,32.3,33,4,Informal,682,31.98,0,18,9,0.2,0.27,0,1,4.68,4.06,Centro,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
815,58,15761.2,33471.08,35.92,11,28,Independiente,674,23.5,0,20,0,0.485,0.283,0,1,4.29,6.08,Centro,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,0
816,61,3000.0,5000.0,25.85,26,23,Desempleado,585,29.29,2,31,21,0.624,0.236,1,0,3.52,4.39,Centro,App,No_Contactado,1,Push_App,0,120.0,0
817,20,7331.47,53082.74,21.05,23,3,Desempleado,593,30.1,4,30,5,0.115,0.207,1,0,2.5,4.2,Centro,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,0
818,23,26317.13,38228.15,25.8,12,16,Independiente,620,27.88,2,7,11,0.574,0.238,1,1,3.95,3.91,Norte,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,0
819,52,11720.77,38997.77,32.98,45,24,Formal,591,23.98,1,0,5,0.489,0.493,1,0,3.37,4.84,Centro,WhatsApp,Promesa_de_Pago,0,WA_Recordatorio,0,120.0,1
820,69,3095.14,99383.58,30.85,21,14,Desempleado,537,39.82,2,21,5,0.386,0.004,1,1,4.48,4.1,Oriente,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,0
821,19,22411.48,11853.58,30.82,7,11,Informal,687,55.36,0,0,6,0.655,0.163,0,0,3.48,4.11,Norte,Email,Promesa_de_Pago,0,Email_Recordatorio,0,120.0,1
822,52,15080.13,59571.78,26.5,24,8,Informal,664,46.2,1,36,0,0.316,0.47,1,0,2.5,6.24,Occidente,App,Reestructuracion,0,Push_App,0,120.0,0
823,25,21629.64,25129.82,25.38,46,15,Formal,546,31.13,0,0,0,0.43,0.428,0,0,2.62,4.56,Oriente,WhatsApp,Contactado_Sin_Compromiso,1,WA_Recordatorio,0,120.0,1
824,51,16661.75,72706.54,26.74,34,29,Informal,623,47.17,3,24,14,0.375,0.522,1,1,3.57,3.96,Occidente,Llamada,Reestructuracion,0,Llamada_Agente,0,120.0,1
825,50,17751.35,57460.78,33.07,32,18,Desempleado,627,39.16,3,0,11,0.36,0.269,1,1,4.11,3.31,Sur,Email,Reestructuracion,1,Email_Recordatorio,0,120.0,0
826,22,17178.06,59483.61,33.89,43,21,Desempleado,653,34.51,2,2,2,0.442,0.043,1,0,2.84,4.74,Sur,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,0
827,53,19184.93,26377.76,20.96,9,23,Informal,564,33.76,0,0,10,0.359,0.081,0,1,3.24,3.83,Sur,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,1
828,64,28664.58,30860.3,33.34,29,23,Independiente,545,32.6,0,26,12,0.443,0.226,1,1,4.79,4.06,Centro,Email,Promesa_de_Pago,0,Email_Recordatorio,0,120.0,1
829,62,20826.04,73181.26,23.44,19,12,Formal,676,42.81,2,0,3,0.216,0.417,0,0,5.11,3.48,Oriente,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
830,19,5517.96,94269.94,31.28,34,23,Formal,533,36.68,0,27,10,0.222,0.234,0,0,4.28,4.74,Occidente,Llamada,No_Contactado,0,Llamada_Agente,0,120.0,0
831,30,17679.97,62007.7,26.66,41,9,Desempleado,624,26.26,3,0,14,0.215,0.22,0,1,3.71,2.94,Norte,Llamada,Contactado_Sin_Compromiso,1,Llamada_Agente,0,120.0,0
832,30,21848.88,27564.48,38.96,9,17,Informal,617,25.68,2,7,0,0.277,0.351,0,1,3.38,4.99,Occidente,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,1
833,41,22216.2,58473.46,25.07,12,9,Informal,631,38.67,3,12,11,0.553,0.285,1,0,4.54,3.84,Centro,App,No_Contactado,1,Push_App,0,120.0,0
834,25,12440.37,110686.8,29.25,46,28,Formal,658,40.14,3,15,10,0.258,0.201,0,1,3.68,5.36,Sur,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
835,62,21989.67,52560.57,32.25,26,21,Desempleado,752,31.24,2,0,19,0.48,0.1,1,1,4.92,5.08,Norte,Email,No_Contactado,0,Email_Recordatorio,0,120.0,0
836,58,20566.45,86546.02,21.88,19,17,Desempleado,528,21.42,1,26,11,0.403,0.45,1,1,4.97,4.62,Sur,Llamada,Promesa_de_Pago,1,Llamada_Agente,0,120.0,0
837,60,30435.1,31491.77,27.49,12,13,Desempleado,701,50.01,0,6,5,0.262,0.469,1,0,4.41,5.52,Norte,WhatsApp,Contactado_Sin_Compromiso,1,WA_Recordatorio,0,120.0,0
838,28,10499.99,48947.85,26.13,20,15,Independiente,464,47.46,2,22,6,0.612,0.09,1,0,3.5,6.37,Centro,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,0
839,18,11955.6,65489.13,24.4,6,23,Desempleado,738,11.15,2,11,20,0.497,0.208,0,1,3.58,6.02,Oriente,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,0
840,65,13163.29,59933.21,24.92,15,8,Desempleado,497,51.07,2,23,5,0.35,0.4,0,1,2.5,2.93,Norte,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
841,33,12058.67,30840.28,35.78,13,24,Informal,811,32.49,0,3,11,0.334,0.075,0,1,3.95,3.77,Centro,Llamada,Contactado_Sin_Compromiso,0,Llamada_Agente,0,120.0,1
842,52,9659.88,29762.06,23.81,9,8,Independiente,613,37.28,1,0,6,0.369,0.346,1,1,3.92,3.92,Norte,App,Reestructuracion,0,Push_App,0,120.0,1
843,65,3000.0,74707.11,31.96,46,4,Independiente,730,48.66,0,20,14,0.044,0.221,0,0,2.62,5.27,Norte,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,1
844,19,12391.8,79788.77,30.2,39,22,Independiente,716,54.83,2,2,14,0.185,0.061,1,1,6.36,3.87,Occidente,App,Reestructuracion,1,Push_App,0,120.0,1
845,18,17216.15,87803.59,18.22,45,21,Formal,609,47.03,1,41,7,0.443,0.6,1,1,4.56,3.83,Sur,App,Contactado_Sin_Compromiso,1,Push_App,0,120.0,1
846,18,12040.67,95098.26,31.63,16,10,Independiente,615,37.89,3,13,5,0.033,0.219,0,0,3.16,3.62,Centro,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,1
847,26,26612.29,53365.49,18.11,18,19,Desempleado,581,18.49,0,0,5,0.2,0.374,0,0,6.05,4.86,Norte,App,No_Contactado,1,Push_App,0,120.0,0
848,20,15080.25,42220.02,32.4,17,21,Informal,695,10.69,3,0,0,0.271,0.078,1,1,3.5,5.26,Occidente,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,1
849,60,22746.17,83774.77,24.45,29,23,Formal,610,45.54,3,0,8,0.931,0.559,0,0,4.83,3.05,Centro,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
850,49,16568.52,67826.73,28.06,13,28,Formal,583,51.1,0,33,8,0.485,0.631,1,1,4.09,3.88,Sur,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,0
851,68,19958.44,25438.62,18.94,15,25,Independiente,678,25.22,2,27,3,0.569,0.01,0,0,3.54,2.23,Norte,App,No_Contactado,0,Push_App,0,120.0,0
852,59,16675.45,24159.11,28.86,46,13,Desempleado,577,31.76,1,10,0,0.189,0.25,0,1,3.66,2.0,Sur,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
853,68,23212.71,62298.26,34.49,20,6,Independiente,617,28.31,2,17,9,0.422,0.519,1,1,5.44,5.08,Oriente,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,0
854,30,15335.64,45568.13,22.35,38,2,Independiente,647,27.99,0,10,9,0.0,0.196,0,0,4.88,4.88,Occidente,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
855,32,17976.72,49339.25,23.75,15,17,Independiente,595,47.9,1,29,10,0.284,0.354,1,0,3.88,4.71,Sur,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,1
856,62,17198.0,76813.33,31.18,45,19,Informal,606,37.62,1,22,2,0.451,0.0,1,1,2.5,6.4,Norte,Email,No_Contactado,0,Email_Recordatorio,0,120.0,0
857,30,13270.29,68975.93,31.36,35,20,Informal,747,32.25,1,25,10,0.066,0.138,1,1,4.3,2.49,Centro,WhatsApp,No_Contactado,1,WA_Recordatorio,0,120.0,1
858,20,17429.89,83246.83,10.96,42,0,Informal,626,66.89,0,8,6,0.429,0.335,0,0,2.75,2.0,Oriente,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,0
859,52,28406.32,5000.0,42.11,27,21,Formal,615,17.79,2,0,13,0.445,0.174,0,1,4.54,3.15,Oriente,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
860,59,13377.62,56334.95,31.7,44,23,Desempleado,628,41.57,1,25,2,0.229,0.215,0,1,3.29,2.0,Centro,App,Reestructuracion,1,Push_App,0,120.0,0
861,68,17516.79,67367.21,32.88,21,21,Independiente,672,22.41,1,43,14,0.183,0.007,0,0,3.39,3.76,Occidente,App,Promesa_de_Pago,0,Push_App,0,120.0,1
862,66,22546.67,11835.35,27.0,26,15,Formal,568,33.11,1,34,17,0.207,0.398,1,1,3.36,5.2,Occidente,Email,Contactado_Sin_Compromiso,1,Email_Recordatorio,0,120.0,1
863,24,21841.52,33627.61,15.01,8,0,Independiente,670,36.78,1,43,8,0.281,0.039,0,0,5.02,4.86,Sur,App,No_Contactado,1,Push_App,0,120.0,0
864,58,15070.3,28987.87,32.72,13,14,Desempleado,658,45.14,1,15,10,0.287,0.557,0,0,2.5,5.73,Centro,Email,Promesa_de_Pago,0,Email_Recordatorio,0,120.0,1
865,61,3000.0,50542.45,24.04,38,19,Desempleado,515,31.87,0,0,12,0.452,0.157,1,0,4.74,4.94,Centro,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,0
866,54,18100.22,90696.35,31.81,19,17,Desempleado,766,30.6,0,0,1,0.243,0.424,0,0,4.34,4.02,Sur,App,Reestructuracion,1,Push_App,0,120.0,1
867,60,3000.0,100564.74,26.47,10,17,Formal,742,31.65,0,39,5,0.67,0.406,1,1,3.93,3.87,Centro,WhatsApp,Promesa_de_Pago,0,WA_Recordatorio,0,120.0,1
868,61,23819.62,29642.81,29.67,18,15,Independiente,584,22.04,2,0,9,0.669,0.103,1,1,3.55,5.02,Sur,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,1
869,41,16016.84,63163.93,22.58,20,16,Independiente,561,42.59,2,42,20,0.397,0.176,0,1,4.49,2.66,Norte,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,0
